,,0,1080000
,,1090000,2828000
,,2868000,4295000
,,4365000,6389000
,,6558000,8096000
,,8100000,10379649
1075311346349162497,REF,1354000,1354000
1075312185889447943,OK,1555000,1555000
1075312571002044416,REF,1646000,1646000
1075312643903229952,REF,1664000,1664000
1075312769526890496,REF,1694000,1694000
1075313261170581504,,1811000,1811000
1075314858021806080,REF,2192000,2192000
1075315922477506560,REF,2445000,2445000
1075315947609690113,REF,2451000,2451000
1075316313545957376,,2539000,2539000
1075316345296822272,REF,2546000,2546000
1075316904556986374,REF,2680000,2680000
1075317222296510464,KO,2755000,2755000
1075318507087241217,REF,3062000,3062000
1075318670543470592,REF,3101000,3101000
1075320854597300226,OK,3621000,3621000
1075321507398803456,REF,3777000,3777000
1075321541825568768,REF,3785000,3785000
1075323536313647105,REF,4261000,4261000
1075323845542887424,REF,4334000,4334000
1075324086685974529,REF,4392000,4392000
1075325489303162881,REF,4726000,4726000
1075325819168415744,OK,4805000,4805000
1075326141450387456,Q,4882000,4882000
1075326149977391104,,4884000,4884000
1075326601867526145,REF,4992000,4992000
1075327307865382913,OK,5160000,5160000
1075327713022488577,REF,5257000,5257000
1075327878781394946,KO,5296000,5296000
1075328143358132224,REF,5359000,5359000
1075328774567354368,REF,5510000,5510000
1075329331482779648,REF,5642000,5642000
1075329564446990337,REF,5698000,5698000
1075329600375398401,REF,5707000,5707000
1075329626875011072,,5713000,5713000
1075329719908868096,,5735000,5735000
1075330134415159296,REF,5834000,5834000
1075330453228412928,REF,5910000,5910000
1075331025537064961,REF,6046000,6046000
1075332492243206144,Q,6396000,6396000
1075332896691494912,REF,6492000,6492000
1075332897777901568,Q,6493000,6493000
1075333387227983872,REF,6609000,6609000
1075333894839459840,REF,6730000,6730000
1075334290072850432,REF,6825000,6825000
1075334498970161152,,6874000,6874000
1075334930937376768,KO,6977000,6977000
1075335040048005120,REF,7003000,7003000
1075335777104642048,REF,7179000,7179000
1075336509925011457,OK,7354000,7354000
1075336665282027521,OK,7391000,7391000
1075336839073026048,OK,7432000,7432000
1075336865648123904,OK,7439000,7439000
1075337141352321024,REF,7504000,7504000
1075337535830847488,OK,7599000,7599000
1075337701296091137,OK,7638000,7638000
1075337936898535424,REF,7694000,7694000
1075338063616901120,Q,7724000,7724000
1075338274623930368,OK,7775000,7775000
1075338317472915457,OK,7785000,7785000
1075338345092444160,Q,7791000,7791000
1075338465787740160,OK,7820000,7820000
1075338498608193536,,7828000,7828000
1075338546129616897,OK,7839000,7839000
1075338830604058626,OK,7907000,7907000
1075339108023709697,KO,7973000,7973000
1075339447728779264,OK,8054000,8054000
1075339664016531456,OK,8106000,8106000
1075339679833182208,Q;REF,8110000,8110000
1075339918707171328,Q;REF,8167000,8167000
1075340196156268544,Q,8233000,8233000
1075340898005909504,REF,8400000,8400000
1075341194786430976,OK,8471000,8471000
1075341390211616768,REF,8517000,8517000
1075341594256121856,OK,8566000,8566000
1075342214040051712,REF,8714000,8714000
1075342228644655105,REF,8717000,8717000
1075342951386091521,REF,8890000,8890000
1075343409785831424,,8999000,8999000
1075343594477764608,REF,9043000,9043000
1075343852570071040,Q;REF,9105000,9105000
1075344809148252161,REF,9333000,9333000
1075345452453847041,Q;REF,9486000,9486000
1075345502689001472,REF,9498000,9498000
1075345618896412673,,9526000,9526000
1075346272545054722,KO,9681000,9681000
1075346568054784002,,9752000,9752000
1075347050169020416,,9867000,9867000
1075347439626973184,OK,9960000,9960000
