1341363603727937538,REF,659000,659000
1341364071531163653,KO,770000,770000
1341366544643854338,REF,1360000,1360000
1341366900069167105,REF,1445000,1445000
1341368662574452738,,1865000,1865000
1341369763486978049,,2127000,2127000
1341371234353881088,REF,2478000,2478000
1341372047188963329,KO;REF,2672000,2672000
1341373499223416833,,3018000,3018000
1341375147396231169,REF,3411000,3411000
1341375979755892737,Q,3609000,3609000
1341378733312258048,REF,4266000,4266000
1341379003014385669,Q,4330000,4330000
1341382904593657863,KO,5260000,5260000
1341388103819423747,REF,6500000,6500000
1341388702728204288,REF,6643000,6643000
1341389741384724480,REF,6890000,6890000
1341390676353839111,OK,7113000,7113000
1341391437347340291,REF,7295000,7295000
1341391912419389440,,7408000,7408000
1341393775768301571,REF,7852000,7852000
1341394306360356870,,7979000,7979000
1341394414149791757,OK,8004000,8004000
1341395494183051280,REF,8262000,8262000
1341396029376217091,OK,8389000,8389000
1341399927117787138,REF,9319000,9319000
1341402201974038537,REF,9861000,9861000
1341404812580188162,REF,10484000,10484000
1341404847246094338,,10492000,10492000
1341405629949292549,REF,10678000,10678000
1341405791182598144,,10717000,10717000
1341407285671817221,REF,11073000,11073000
1341409020293296130,REF,11487000,11487000
1341409287134953476,REF,11550000,11550000
1341410371861688320,REF,11809000,11809000
1341423073820631045,REF,14837000,14837000
1341423485621559307,KO,14936000,14936000
1341424961295175680,REF,15287000,15287000
1341425335246741509,REF,15377000,15377000
1341442387634245635,REF,19442000,19442000
1341442833606164484,OK,19548000,19548000
1341443543785680896,REF,19718000,19718000
1341444143919325184,KO,19861000,19861000
1341446560157208576,REF,20437000,20437000
