1206928651222212610,REF,767000,767000
1206929251125137410,REF,910000,910000
1206930690350239750,,1253000,1253000
1206930973360832517,,1321000,1321000
1206932478965010432,OK,1680000,1680000
1206933293054283777,REF,1874000,1874000
1206936352627056641,,2603000,2603000
1206942071837380608,REF,3967000,3967000
1206942422787395587,OK,4051000,4051000
1206942883867168768,KO,4161000,4161000
1206942988678713352,,4186000,4186000
1206944902304677888,KO,4642000,4642000
1206946049388163073,OK,4915000,4915000
1206948924210188288,,5601000,5601000
1206950633527488512,OK,6008000,6008000
1206952848266866691,,6536000,6536000
1206957399384477697,,7621000,7621000
1206957539310604288,OK,7655000,7655000
1206961293367881729,,8550000,8550000
1206961586453303305,REF,8620000,8620000
1206962459770261505,,8828000,8828000
1206963170188955648,REF,8997000,8997000
1206963611895238659,,9103000,9103000
1206963761057325058,,9138000,9138000
1206964845205245952,,9397000,9397000
1206966808156221441,REF,9865000,9865000
1206967001119444992,REF,9911000,9911000
1206968224589455361,REF,10202000,10202000
1206969965569593344,OK,10617000,10617000
1206970901410877440,REF,10840000,10840000
1206971127668658176,,10894000,10894000
1206971765282529280,KO,11046000,11046000
1206972057566826496,Q,11116000,11116000
1206973174392479745,,11382000,11382000
1206973764447166464,,11523000,11523000
1206975913713393669,Q,12036000,12036000
1206977919786065921,,12514000,12514000
